alg_name,dataset_name,num_hparam_samples,has_exception,timeout_excep,CUDA_memory_excep,CUDA_config_excep,allocate_memory_excep,target_type
TabTransformer,openml__ada_agnostic__3896,30.0,,,,,,binary
VIME,openml__ada_agnostic__3896,30.0,True,False,False,False,False,binary
XGBoost,openml__ada_agnostic__3896,30.0,,,,,,binary
rtdl_FTTransformer,openml__ada_agnostic__3896,30.0,True,False,False,False,False,binary
rtdl_MLP,openml__ada_agnostic__3896,30.0,,,,,,binary
rtdl_ResNet,openml__ada_agnostic__3896,30.0,,,,,,binary
CatBoost,openml__adult-census__3953,30.0,,,,,,binary
DANet,openml__adult-census__3953,5.0,True,True,False,False,False,binary
DecisionTree,openml__adult-census__3953,30.0,,,,,,binary
DeepFM,openml__adult-census__3953,30.0,,,,,,binary
KNN,openml__adult-census__3953,30.0,,,,,,binary
LightGBM,openml__adult-census__3953,30.0,,,,,,binary
LinearModel,openml__adult-census__3953,30.0,,,,,,binary
MLP,openml__adult-census__3953,30.0,,,,,,binary
NAM,openml__adult-census__3953,15.0,,,,,,binary
NODE,openml__adult-census__3953,1.0,True,True,False,False,False,binary
RandomForest,openml__adult-census__3953,30.0,,,,,,binary
SAINT,openml__adult-census__3953,7.0,True,True,True,False,False,binary
STG,openml__adult-census__3953,10.0,,,,,,binary
SVM,openml__adult-census__3953,9.0,True,True,False,False,False,binary
TabNet,openml__adult-census__3953,10.0,,,,,,binary
TabPFNModel,openml__adult-census__3953,0.0,True,False,False,False,False,binary
TabTransformer,openml__adult-census__3953,21.0,True,False,True,False,False,binary
VIME,openml__adult-census__3953,24.0,,,,,,binary
XGBoost,openml__adult-census__3953,30.0,,,,,,binary
rtdl_FTTransformer,openml__adult-census__3953,20.0,,,,,,binary
rtdl_MLP,openml__adult-census__3953,30.0,,,,,,binary
rtdl_ResNet,openml__adult-census__3953,29.0,,,,,,binary
CatBoost,openml__adult__7592,30.0,,,,,,binary
DANet,openml__adult__7592,0.0,True,True,False,False,False,binary
DecisionTree,openml__adult__7592,30.0,,,,,,binary
DeepFM,openml__adult__7592,30.0,,,,,,binary
KNN,openml__adult__7592,30.0,,,,,,binary
LightGBM,openml__adult__7592,30.0,,,,,,binary
LinearModel,openml__adult__7592,30.0,,,,,,binary
MLP,openml__adult__7592,30.0,,,,,,binary
NAM,openml__adult__7592,10.0,,,,,,binary
NODE,openml__adult__7592,1.0,True,True,False,False,False,binary
RandomForest,openml__adult__7592,30.0,,,,,,binary
SAINT,openml__adult__7592,5.0,True,True,False,False,False,binary
STG,openml__adult__7592,7.0,,,,,,binary
SVM,openml__adult__7592,5.0,True,True,False,False,False,binary
TabNet,openml__adult__7592,5.0,True,True,False,False,False,binary
TabPFNModel,openml__adult__7592,0.0,True,False,False,False,False,binary
TabTransformer,openml__adult__7592,15.0,True,True,True,False,False,binary
VIME,openml__adult__7592,21.0,,,,,,binary
XGBoost,openml__adult__7592,30.0,,,,,,binary
rtdl_FTTransformer,openml__adult__7592,14.0,,,,,,binary
rtdl_MLP,openml__adult__7592,30.0,,,,,,binary
rtdl_ResNet,openml__adult__7592,27.0,,,,,,binary
CatBoost,openml__airlines__189354,30.0,,,,,,binary
DANet,openml__airlines__189354,0.0,True,True,False,False,False,binary
DecisionTree,openml__airlines__189354,30.0,,,,,,binary
DeepFM,openml__airlines__189354,0.0,True,True,False,False,False,binary
KNN,openml__airlines__189354,30.0,,,,,,binary
LightGBM,openml__airlines__189354,30.0,,,,,,binary
LinearModel,openml__airlines__189354,30.0,,,,,,binary
MLP,openml__airlines__189354,6.0,,,,,,binary
NAM,openml__airlines__189354,0.0,True,True,False,False,False,binary
NODE,openml__airlines__189354,1.0,True,True,False,False,False,binary
RandomForest,openml__airlines__189354,30.0,,,,,,binary
SAINT,openml__airlines__189354,0.0,True,True,False,False,False,binary
STG,openml__airlines__189354,0.0,True,True,False,False,False,binary
SVM,openml__airlines__189354,0.0,True,True,False,False,False,binary
TabNet,openml__airlines__189354,0.0,True,True,False,False,False,binary
TabPFNModel,openml__airlines__189354,0.0,True,False,False,False,False,binary
TabTransformer,openml__airlines__189354,0.0,True,True,True,False,False,binary
VIME,openml__airlines__189354,0.0,True,True,False,False,False,binary
XGBoost,openml__airlines__189354,30.0,,,,,,binary
rtdl_FTTransformer,openml__airlines__189354,0.0,True,False,True,False,False,binary
rtdl_MLP,openml__airlines__189354,7.0,,,,,,binary
rtdl_ResNet,openml__airlines__189354,6.0,,,,,,binary
CatBoost,openml__albert__189356,30.0,,,,,,binary
DANet,openml__albert__189356,0.0,True,True,False,False,False,binary
DecisionTree,openml__albert__189356,30.0,,,,,,binary
DeepFM,openml__albert__189356,0.0,True,True,False,False,False,binary
KNN,openml__albert__189356,0.0,True,True,False,False,False,binary
LightGBM,openml__albert__189356,0.0,,,,,,binary
LinearModel,openml__albert__189356,30.0,,,,,,binary
MLP,openml__albert__189356,7.0,,,,,,binary
NAM,openml__albert__189356,0.0,True,True,False,False,False,binary
NODE,openml__albert__189356,1.0,True,True,False,False,False,binary
RandomForest,openml__albert__189356,30.0,,,,,,binary
SAINT,openml__albert__189356,0.0,True,True,False,False,False,binary
STG,openml__albert__189356,0.0,True,True,False,False,False,binary
SVM,openml__albert__189356,0.0,True,True,False,False,False,binary
TabNet,openml__albert__189356,0.0,True,True,False,False,False,binary
TabPFNModel,openml__albert__189356,0.0,True,False,False,False,False,binary
TabTransformer,openml__albert__189356,0.0,True,True,True,False,False,binary
VIME,openml__albert__189356,0.0,True,True,False,False,False,binary
XGBoost,openml__albert__189356,30.0,,,,,,binary
rtdl_FTTransformer,openml__albert__189356,0.0,True,False,True,False,False,binary
rtdl_MLP,openml__albert__189356,9.0,,,,,,binary
rtdl_ResNet,openml__albert__189356,7.0,,,,,,binary
CatBoost,openml__analcatdata_authorship__3549,30.0,,,,,,classification
DANet,openml__analcatdata_authorship__3549,30.0,,,,,,classification
DecisionTree,openml__analcatdata_authorship__3549,30.0,,,,,,classification
DeepFM,openml__analcatdata_authorship__3549,0.0,,,,,,classification
KNN,openml__analcatdata_authorship__3549,30.0,,,,,,classification
LightGBM,openml__analcatdata_authorship__3549,30.0,,,,,,classification
LinearModel,openml__analcatdata_authorship__3549,30.0,,,,,,classification
MLP,openml__analcatdata_authorship__3549,30.0,,,,,,classification
NAM,openml__analcatdata_authorship__3549,0.0,,,,,,classification
NODE,openml__analcatdata_authorship__3549,12.0,,,,,,classification
RandomForest,openml__analcatdata_authorship__3549,30.0,,,,,,classification
SAINT,openml__analcatdata_authorship__3549,30.0,,,,,,classification
STG,openml__analcatdata_authorship__3549,30.0,,,,,,classification
SVM,openml__analcatdata_authorship__3549,30.0,,,,,,classification
TabNet,openml__analcatdata_authorship__3549,30.0,,,,,,classification
TabPFNModel,openml__analcatdata_authorship__3549,30.0,,,,,,classification
TabTransformer,openml__analcatdata_authorship__3549,30.0,,,,,,classification
VIME,openml__analcatdata_authorship__3549,30.0,,,,,,classification
XGBoost,openml__analcatdata_authorship__3549,30.0,,,,,,classification
rtdl_FTTransformer,openml__analcatdata_authorship__3549,30.0,True,False,False,False,False,classification
rtdl_MLP,openml__analcatdata_authorship__3549,30.0,,,,,,classification
rtdl_ResNet,openml__analcatdata_authorship__3549,30.0,,,,,,classification
CatBoost,openml__analcatdata_boxing1__3540,30.0,,,,,,binary
DANet,openml__analcatdata_boxing1__3540,30.0,,,,,,binary
DecisionTree,openml__analcatdata_boxing1__3540,30.0,,,,,,binary
DeepFM,openml__analcatdata_boxing1__3540,30.0,,,,,,binary
KNN,openml__analcatdata_boxing1__3540,30.0,,,,,,binary
LightGBM,openml__analcatdata_boxing1__3540,30.0,,,,,,binary
LinearModel,openml__analcatdata_boxing1__3540,30.0,,,,,,binary
MLP,openml__analcatdata_boxing1__3540,30.0,True,False,False,False,False,binary
NAM,openml__analcatdata_boxing1__3540,30.0,,,,,,binary
NODE,openml__analcatdata_boxing1__3540,30.0,,,,,,binary
RandomForest,openml__analcatdata_boxing1__3540,30.0,,,,,,binary
SAINT,openml__analcatdata_boxing1__3540,17.0,True,True,False,False,False,binary
STG,openml__analcatdata_boxing1__3540,30.0,,,,,,binary
SVM,openml__analcatdata_boxing1__3540,30.0,,,,,,binary
TabNet,openml__analcatdata_boxing1__3540,30.0,,,,,,binary
TabPFNModel,openml__analcatdata_boxing1__3540,30.0,,,,,,binary
TabTransformer,openml__analcatdata_boxing1__3540,0.0,True,False,False,True,False,binary
VIME,openml__analcatdata_boxing1__3540,30.0,True,False,False,False,False,binary
XGBoost,openml__analcatdata_boxing1__3540,30.0,,,,,,binary
rtdl_FTTransformer,openml__analcatdata_boxing1__3540,30.0,True,False,False,False,False,binary
rtdl_MLP,openml__analcatdata_boxing1__3540,30.0,,,,,,binary
rtdl_ResNet,openml__analcatdata_boxing1__3540,30.0,,,,,,binary
CatBoost,openml__analcatdata_chlamydia__3739,30.0,,,,,,binary
DANet,openml__analcatdata_chlamydia__3739,30.0,,,,,,binary
DecisionTree,openml__analcatdata_chlamydia__3739,30.0,,,,,,binary
DeepFM,openml__analcatdata_chlamydia__3739,30.0,,,,,,binary
KNN,openml__analcatdata_chlamydia__3739,30.0,,,,,,binary
LightGBM,openml__analcatdata_chlamydia__3739,30.0,,,,,,binary
LinearModel,openml__analcatdata_chlamydia__3739,30.0,,,,,,binary
MLP,openml__analcatdata_chlamydia__3739,30.0,True,False,False,False,False,binary
NAM,openml__analcatdata_chlamydia__3739,30.0,,,,,,binary
NODE,openml__analcatdata_chlamydia__3739,30.0,,,,,,binary
RandomForest,openml__analcatdata_chlamydia__3739,30.0,,,,,,binary
SAINT,openml__analcatdata_chlamydia__3739,10.0,True,True,False,False,False,binary
STG,openml__analcatdata_chlamydia__3739,30.0,,,,,,binary
SVM,openml__analcatdata_chlamydia__3739,30.0,,,,,,binary
TabNet,openml__analcatdata_chlamydia__3739,30.0,,,,,,binary
TabPFNModel,openml__analcatdata_chlamydia__3739,30.0,,,,,,binary
TabTransformer,openml__analcatdata_chlamydia__3739,0.0,True,False,False,True,False,binary
VIME,openml__analcatdata_chlamydia__3739,30.0,True,False,False,False,False,binary
XGBoost,openml__analcatdata_chlamydia__3739,30.0,,,,,,binary
rtdl_FTTransformer,openml__analcatdata_chlamydia__3739,30.0,True,False,False,False,False,binary
rtdl_MLP,openml__analcatdata_chlamydia__3739,30.0,,,,,,binary
rtdl_ResNet,openml__analcatdata_chlamydia__3739,30.0,,,,,,binary
CatBoost,openml__analcatdata_dmft__3560,30.0,,,,,,classification
DANet,openml__analcatdata_dmft__3560,30.0,,,,,,classification
DecisionTree,openml__analcatdata_dmft__3560,30.0,,,,,,classification
DeepFM,openml__analcatdata_dmft__3560,0.0,,,,,,classification
KNN,openml__analcatdata_dmft__3560,30.0,,,,,,classification
LightGBM,openml__analcatdata_dmft__3560,30.0,,,,,,classification
LinearModel,openml__analcatdata_dmft__3560,30.0,,,,,,classification
MLP,openml__analcatdata_dmft__3560,30.0,,,,,,classification
NAM,openml__analcatdata_dmft__3560,0.0,,,,,,classification
NODE,openml__analcatdata_dmft__3560,18.0,,,,,,classification
RandomForest,openml__analcatdata_dmft__3560,30.0,,,,,,classification
SAINT,openml__analcatdata_dmft__3560,30.0,,,,,,classification
STG,openml__analcatdata_dmft__3560,30.0,,,,,,classification
SVM,openml__analcatdata_dmft__3560,30.0,,,,,,classification
TabNet,openml__analcatdata_dmft__3560,30.0,,,,,,classification
TabPFNModel,openml__analcatdata_dmft__3560,30.0,,,,,,classification
TabTransformer,openml__analcatdata_dmft__3560,0.0,True,False,False,True,False,classification
VIME,openml__analcatdata_dmft__3560,30.0,,,,,,classification
XGBoost,openml__analcatdata_dmft__3560,30.0,,,,,,classification
rtdl_FTTransformer,openml__analcatdata_dmft__3560,30.0,True,False,False,False,False,classification
rtdl_MLP,openml__analcatdata_dmft__3560,30.0,,,,,,classification
rtdl_ResNet,openml__analcatdata_dmft__3560,30.0,,,,,,classification
CatBoost,openml__anneal__2867,30.0,,,,,,classification
DANet,openml__anneal__2867,30.0,,,,,,classification
DecisionTree,openml__anneal__2867,30.0,,,,,,classification
DeepFM,openml__anneal__2867,0.0,,,,,,classification
KNN,openml__anneal__2867,30.0,,,,,,classification
LightGBM,openml__anneal__2867,30.0,,,,,,classification
LinearModel,openml__anneal__2867,30.0,,,,,,classification
MLP,openml__anneal__2867,30.0,True,False,False,False,False,classification
NAM,openml__anneal__2867,0.0,,,,,,classification
NODE,openml__anneal__2867,8.0,True,True,False,False,False,classification
RandomForest,openml__anneal__2867,30.0,,,,,,classification
SAINT,openml__anneal__2867,2.0,True,True,False,False,False,classification
STG,openml__anneal__2867,30.0,,,,,,classification
SVM,openml__anneal__2867,30.0,,,,,,classification
TabNet,openml__anneal__2867,30.0,,,,,,classification
TabPFNModel,openml__anneal__2867,30.0,,,,,,classification
TabTransformer,openml__anneal__2867,22.0,,,,,,classification
VIME,openml__anneal__2867,30.0,True,False,False,False,False,classification
XGBoost,openml__anneal__2867,30.0,,,,,,classification
rtdl_FTTransformer,openml__anneal__2867,30.0,,,,,,classification
rtdl_MLP,openml__anneal__2867,30.0,,,,,,classification
rtdl_ResNet,openml__anneal__2867,30.0,,,,,,classification
CatBoost,openml__arrhythmia__5,30.0,,,,,,classification
DANet,openml__arrhythmia__5,30.0,,,,,,classification
DecisionTree,openml__arrhythmia__5,30.0,,,,,,classification
DeepFM,openml__arrhythmia__5,0.0,,,,,,classification
KNN,openml__arrhythmia__5,30.0,,,,,,classification
LightGBM,openml__arrhythmia__5,30.0,,,,,,classification
LinearModel,openml__arrhythmia__5,30.0,,,,,,classification
MLP,openml__arrhythmia__5,30.0,,,,,,classification
NAM,openml__arrhythmia__5,0.0,,,,,,classification
NODE,openml__arrhythmia__5,11.0,True,False,True,False,False,classification
RandomForest,openml__arrhythmia__5,30.0,,,,,,classification
SAINT,openml__arrhythmia__5,10.0,True,True,True,False,False,classification
STG,openml__arrhythmia__5,30.0,,,,,,classification
SVM,openml__arrhythmia__5,30.0,,,,,,classification
TabNet,openml__arrhythmia__5,30.0,,,,,,classification
TabPFNModel,openml__arrhythmia__5,0.0,True,False,False,False,False,classification
TabTransformer,openml__arrhythmia__5,30.0,,,,,,classification
VIME,openml__arrhythmia__5,30.0,,,,,,classification
XGBoost,openml__arrhythmia__5,30.0,,,,,,classification
rtdl_FTTransformer,openml__arrhythmia__5,30.0,,,,,,classification
rtdl_MLP,openml__arrhythmia__5,30.0,,,,,,classification
rtdl_ResNet,openml__arrhythmia__5,30.0,,,,,,classification
CatBoost,openml__artificial-characters__14964,30.0,,,,,,classification
DANet,openml__artificial-characters__14964,8.0,,,,,,classification
DecisionTree,openml__artificial-characters__14964,30.0,,,,,,classification
DeepFM,openml__artificial-characters__14964,0.0,,,,,,classification
KNN,openml__artificial-characters__14964,30.0,,,,,,classification
LightGBM,openml__artificial-characters__14964,30.0,,,,,,classification
LinearModel,openml__artificial-characters__14964,30.0,,,,,,classification
MLP,openml__artificial-characters__14964,30.0,True,False,False,False,False,classification
NAM,openml__artificial-characters__14964,0.0,,,,,,classification
NODE,openml__artificial-characters__14964,0.0,True,True,False,False,False,classification
RandomForest,openml__artificial-characters__14964,30.0,,,,,,classification
SAINT,openml__artificial-characters__14964,8.0,True,True,True,False,False,classification
STG,openml__artificial-characters__14964,30.0,,,,,,classification
SVM,openml__artificial-characters__14964,4.0,True,True,False,False,False,classification
TabNet,openml__artificial-characters__14964,16.0,,,,,,classification
TabPFNModel,openml__artificial-characters__14964,0.0,True,False,False,False,False,classification
TabTransformer,openml__artificial-characters__14964,0.0,True,False,False,False,False,classification
VIME,openml__artificial-characters__14964,30.0,True,False,False,False,False,classification
XGBoost,openml__artificial-characters__14964,30.0,,,,,,classification
rtdl_FTTransformer,openml__artificial-characters__14964,30.0,True,False,False,False,False,classification
rtdl_MLP,openml__artificial-characters__14964,30.0,,,,,,classification
rtdl_ResNet,openml__artificial-characters__14964,30.0,,,,,,classification
CatBoost,openml__audiology__7,30.0,True,True,False,False,False,classification
DANet,openml__audiology__7,30.0,,,,,,classification
DecisionTree,openml__audiology__7,30.0,,,,,,classification
DeepFM,openml__audiology__7,0.0,,,,,,classification
KNN,openml__audiology__7,30.0,,,,,,classification
LightGBM,openml__audiology__7,30.0,,,,,,classification
LinearModel,openml__audiology__7,30.0,,,,,,classification
MLP,openml__audiology__7,30.0,True,False,False,False,False,classification
NAM,openml__audiology__7,0.0,,,,,,classification
NODE,openml__audiology__7,13.0,True,False,True,False,False,classification
RandomForest,openml__audiology__7,30.0,,,,,,classification
SAINT,openml__audiology__7,23.0,,,,,,classification
STG,openml__audiology__7,30.0,,,,,,classification
SVM,openml__audiology__7,30.0,,,,,,classification
TabNet,openml__audiology__7,30.0,,,,,,classification
TabPFNModel,openml__audiology__7,0.0,True,False,False,False,False,classification
TabTransformer,openml__audiology__7,0.0,True,False,False,True,False,classification
VIME,openml__audiology__7,30.0,True,False,False,False,False,classification
XGBoost,openml__audiology__7,30.0,,,,,,classification
rtdl_FTTransformer,openml__audiology__7,30.0,True,False,False,False,False,classification
rtdl_MLP,openml__audiology__7,30.0,,,,,,classification
rtdl_ResNet,openml__audiology__7,30.0,,,,,,classification
CatBoost,openml__autos__9,30.0,,,,,,classification
DANet,openml__autos__9,30.0,,,,,,classification
DecisionTree,openml__autos__9,30.0,,,,,,classification
DeepFM,openml__autos__9,0.0,,,,,,classification
KNN,openml__autos__9,30.0,,,,,,classification
LightGBM,openml__autos__9,30.0,,,,,,classification
LinearModel,openml__autos__9,30.0,,,,,,classification
MLP,openml__autos__9,30.0,True,False,False,False,False,classification
NAM,openml__autos__9,0.0,,,,,,classification
